Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,reviewer_nationality,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,review
Corso Garibaldi 84 Milan City Center 20121 Milan Italy,176,5/3/2017,8.2,Carlyle Brera Hotel, United States of America ,47,1969,4,1,4.6,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",92 days,45.4769923,9.1844899, The BED the BED The BED We have to use files of towels and blankets just to provide enough cushion We have Traveled around the globe and we have never encountered such an uncomfortable bed Will not consider this hotel in our future travel plans   Accessibility to restaurants
K rntner Ring 9 01 Innere Stadt 1010 Vienna Austria,165,6/3/2016,9.0,Grand Hotel Wien, Saudi Arabia ,10,1375,13,16,4.2,"[' Leisure trip ', ' Family with older children ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",426 day,48.2021105,16.3720841, Their treatment the reciption and management not good   I will never stay or recommend in this hotel in future 
Schubertring 11 01 Innere Stadt 1010 Vienna Austria,127,8/23/2016,8.2,Hotel Am Schubertring, Qatar ,10,1259,2,4,4.6,"[' Leisure trip ', ' Family with young children ', ' Two Bedroom Suite with Two Bathrooms ', ' Stayed 8 nights ', ' Submitted from a mobile device ']",345 day,48.2017277,16.375463, Not clean no bill boy for carrying the bags  Nothing
Oosterdoksstraat 4 Amsterdam City Center 1011 DK Amsterdam Netherlands,803,7/3/2017,8.4,DoubleTree by Hilton Amsterdam Centraal Station, United Kingdom ,16,3911,0,1,4.6,"[' Leisure trip ', ' Group ', ' Queen Room with Mobility Access ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",31 days,52.376752,4.904618, The full exsperience was not pleasant at all I would never return to this hotel No Positive
5 Curzon St Westminster Borough London W1J 5HL United Kingdom,431,3/27/2017,7.9,Washington Mayfair Hotel, United Kingdom ,33,1532,0,2,4.6,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",129 day,51.5060237,-0.151078, Only one armchair when 2 shown on website for room Mini bar not stocked No response from staff when these points twice mentioned Bed sheets hardly covered the mattress Not luxury  No Positive
17 Nottingham Place Westminster Borough London W1U 5LG United Kingdom,55,7/10/2017,7.6,Hotel La Place, United Kingdom ,3,301,0,1,4.2,"[' Solo traveler ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",24 days,51.5215257,-0.1533039, Too expensive No Positive
Lancaster Terrace Hyde Park Westminster Borough London W2 3PF United Kingdom,84,9/15/2016,7.0,London Elizabeth Hotel, United Kingdom ,43,618,9,11,3.8,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']",322 day,51.5120219,-0.1762414, There was no effective way to cool the room Just a useless noisy overhead fan that merely pushed warm air around the room The entire hotel is very tired and it feels unclean due to everything being so old and worn out  Convenient location for the function I was attending
Great Cumberland Place Westminster Borough London W1H 7DL United Kingdom,1190,3/22/2016,7.5,The Cumberland A Guoman Hotel, United Kingdom ,22,5180,28,7,4.6,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",499 day,51.514879,-0.1606501, The staff were very slow in the resturant Even it wasn t busy in that time i have been there   I invited to the charity party in the same hotel which it was most convenient place to me to not get the taxi at 1 am 
Via Palmanova 153 20132 Milan Italy,12,6/29/2017,6.7,Ibis Styles Milano Palmanova, United Kingdom ,78,207,4,1,3.3,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",35 days,45.5045259,9.246461, Decor is outdated there was only one bath towel even though we ve booked a double room for 2 My friends were located in a single bed room even though we ve booked 2 double bed rooms for 4 persons Luckily they have managed to find a double bed room however that s not what you wish at 1am at night after tireing trip Breakfast was not great either Will never use ibis hotels in future   Pretty much nothing
6 Via Aristotile Fioravanti Garibaldi Station 20154 Milan Italy,30,6/23/2017,8.9,Hotel VIU Milan, Russia ,39,219,4,6,3.8,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",41 days,45.488764,9.183057, Swimming pool is closed every hour for private parties Staff permanently ignored our requests My child did not have a chance to swim Very poor breakfast It is definitely not a five stars Probably between 2 and 3  Absolutely awful 
Manor Road London IG8 8AE United Kingdom,227,11/28/2016,6.9,Hallmark Hotel London Chigwell Prince Regent, United Kingdom ,6,747,9,5,4.6,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",248 day,51.6068054,0.0590416, Dirty and looking tired   Location to where I wanted to be 
5 Curzon St Westminster Borough London W1J 5HL United Kingdom,431,9/6/2016,7.9,Washington Mayfair Hotel, Australia ,113,1532,3,5,3.3,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ']",331 day,51.5060237,-0.151078, The reception staff were abrupt and unhelpful Daniel didn t offer help with luggage and didn t provide information how to find room The room has inadequate curtains to block out the light they are four strips of material but the biggest concern was there was a blood stain on the underneath of the bedding that we discovered when turning down the bedding to get in We paid a significant sum to stay in this hotel and when we checked out early and told Daniel the problems we were not offered any recompense The room 522 was also very noisy located near a fire door that constantly banged We left early   The location
79 81 avenue du Maine 14th arr 75014 Paris France,201,7/18/2017,7.5,Holiday Inn Paris Gare Montparnasse, United Kingdom ,362,3228,0,4,2.9,"[' Leisure trip ', ' Family with young children ', ' Twin Room Non Smoking ', ' Stayed 3 nights ']",16 days,48.8382916,2.3230188, absurdly overpriced the normal price of the hotel is about 100 euros most of time but booking com charged us 330 euros per night which is totally absurd When we were booking the hotel we did not know the fair price of the hotel and the reception at the moment did not remind us either If we go to the reception and have an ask the price at that moment would be around 200 euros We totally understand that the price would go up if the demand is high or else reasons but it does not mean that the price can soar into sky super rude staff a staff called Wiliam the supervisor on the morning was really rude We were discussing about the price issue described above and at first we were really polite and we only asked for a fair price say 200 euro per night but Wiliam did not even give us a smile but replied mechanically that they cannot give us ANY discount He meant that we have to pay the price discussed above even though everyone knows that it is ridiculous since we are stupid More annoyingly when we were having conversation for some times he stopped and talked to another customer without any explanation and he was muttering something in French which I don t think would be something good I asked him why he ended our conversation abruptly and he said every customer has only 15 minutes of conversation he also talked to us in front of another customer that we have occupied too much time letting another customer wait too long but there were at least three staff on the front desk no towel yeah you hear me in a four star hotel there was only one towel in the room one night We asked the front desk one staff only replied Sorry we are out of stock Sadly sorry means nothing and does not solve any problem cemetery behind the hotel of course the hotel won t tell you that until you check in There are two headings one to the cemetery and one to the main road which is noisy  No Positive
Herrengasse 12 01 Innere Stadt 1010 Vienna Austria,157,8/21/2015,8.4,Radisson Blu Style Hotel Vienna, Switzerland ,74,1189,2,1,4.2,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",713 day,48.2101211,16.3655537, We thought it is a 5 star hotel as was mentioned but seems like 3 star starting from entire hotel look from outside dusty ground floor and ending with aged furniture laud coffee machine stains on tired bed cover etc I am sorry guys but it was total disappointment except friendly reception girl forgot her name Is it really 5 star hotel or Booking com made a mistake adding two more stars   Location
128 King Henry s Road Camden London NW3 3ST United Kingdom,397,3/8/2016,8.3,London Marriott Hotel Regents Park, Turkey ,10,1640,9,2,4.6,"[' Leisure trip ', ' Family with young children ', ' Deluxe King with Balcony ', ' Stayed 3 nights ']",513 day,51.5421476,-0.1703073, Lobby renovation no minibars no safe deposit boxes   Breakfast is good and staff is excellent 
628 Western Avenue London W3 0TA United Kingdom,131,3/20/2017,8.9,Park Plaza London Park Royal, United Kingdom ,213,425,4,1,3.8,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",136 day,51.527262,-0.282992, 1 We arrived at 2pm time that is possible to check in we got told to wait as cleaner is cleaning our room this is ridiculous as they have 12 14 to clean what was worse is that more than 10 groups and couples arrived in that time and got checked in immediately so we waited at reception and got told to sit and itd take 15mins max We ended up waiting ONE HOUR We were very disappointed as a 4star hotel should be better organised 2 In the morning i was just out of the shower and my partner was asleep and i hear our room door opening and its the cleaner They came in before check out time approx 9 30 10am I was absoulutely outraged I was in my underwear getting changed when the staff completely intruded our privacy This is not a 4star service and id advise anyone plannnig to stay here to not even bother The image of the place isnt even close to the representation of the service I told the reception about the cleaner coming in and she didnt even seem surprised She said im sorry about that and that theyll investigate Ive had no contact from them and doubt i will Horrible experience   Decor of hotel
31 Rue de Surene 8th arr 75008 Paris France,83,8/8/2015,8.8,H tel du Minist re, Singapore ,227,949,31,6,4.2,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 4 nights ']",726 day,48.8712877,2.3191903, The staff of this hotel were simply horrible I ve never encountered such poor service at a hotel not to mention at a 4 star hotel They were rude and their service was absolutely horrible For example on the 1st night I asked them to bring me another blanket because it was chilly on that day but they refused to do so They simply told us they cannot do it in the evening Do they not have a spare blanket On the 2nd and 3rd nights they took our blankets and didn t leave one I had to call them and fight to get a blanket The lady who was on the front desk was absolutely snotty and rude She even scolded me for not telling them sooner We were touring lovely Paris during the day How could have we been able to do that during the day The room is very small and nothing worked as it should For example the hair dryer overheat every 15 seconds so I had to cool it down for 3 minutes after 15 second use It took me 20 minutes to dry my short hair The shower was horrible too This hotel was the worst aspect of our trip to Paris Avoid this hotel like a plague Don t trust other good reviews This is a horrible hotel   The location of this hotel is not bad But it requires a good 10 15 minute fast walk to a subway station so there are better choices out there 
2 Bridge Place Victoria Westminster Borough London SW1V 1QA United Kingdom,660,7/20/2017,8.4,DoubleTree by Hilton London Victoria, United Arab Emirates ,25,2902,3,4,4.2,"[' Solo traveler ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",14 days,51.49398,-0.143372, Noisy Air condition Noisy Toilet Noisy Lifts even Iron not working Room telephone not working very slow response from staff for raised concerns   Only location
